iteration,frame,eval_episode_return,train_episode_return,train_exploration_epsilon,train_frame_rate
0,0,0.0,0.0,1.0,593.2585135801897
1,50000,0.0,0.125,0.9775004500000001,171.1918463299981
2,100000,0.0,0.043478260869565216,0.95500045,173.70598173907825
3,150000,0.0,0.0,0.93250045,170.87166396295996
4,200000,0.0,0.0,0.91000045,168.62638998512142
5,250000,0.0,0.0,0.88750045,167.72184192796655
6,300000,0.0,0.0,0.8650004499999999,167.15777681083335
7,350000,0.0,0.0,0.8425004500000001,166.2239895408946
8,400000,0.0,0.08333333333333333,0.82000045,166.63035078449332
9,450000,0.0,0.0,0.79750045,165.3103371801729
10,500000,0.0,0.0,0.77500045,165.2786473059727
11,550000,0.0,0.043478260869565216,0.75250045,163.4018737145403
12,600000,0.0,0.08333333333333333,0.73000045,163.5914625337726
13,650000,0.0,0.0,0.70750045,163.70500048400535
14,700000,0.0,0.0,0.68500045,162.44192377058698
15,750000,0.0,0.0,0.66250045,160.94836263843013
16,800000,0.0,0.0,0.6400004499999999,160.15562335250078
17,850000,0.0,0.043478260869565216,0.61750045,159.88334205152748
18,900000,0.0,0.0,0.59500045,158.9610611174446
19,950000,0.0,0.0,0.5725004499999999,157.82249643639707
20,1000000,0.0,0.0,0.5500004500000001,158.3048454275544
21,1050000,0.0,0.08333333333333333,0.52750045,158.05702415331348
22,1100000,0.0,0.0,0.50500045,157.34118081821543
23,1150000,0.0,0.043478260869565216,0.48250045,157.94301955327836
24,1200000,0.0,0.0,0.46000045,157.60947603101482
25,1250000,0.0,0.0,0.43750045,157.78688627859017
26,1300000,0.0,0.0,0.4150004500000001,158.78862692179445
27,1350000,0.0,0.043478260869565216,0.39250045,158.8398238738694
28,1400000,0.0,0.041666666666666664,0.37000045000000004,159.21934437339903
29,1450000,0.0,0.125,0.34750044999999996,158.56041799460203
30,1500000,0.0,0.16,0.32500045,159.61075671208133
31,1550000,0.0,0.041666666666666664,0.30250045000000003,159.86755193682376
32,1600000,0.0,0.041666666666666664,0.28000045,159.05372502244205
33,1650000,0.0,0.041666666666666664,0.25750045,159.75241036788165
34,1700000,0.0,0.043478260869565216,0.23500044999999997,158.7524805264367
35,1750000,0.0,0.0,0.21250044999999995,159.51412349615103
36,1800000,0.0,0.0,0.19000045000000004,159.05103390161506
37,1850000,0.0,0.0,0.16750045000000002,160.0495529955657
38,1900000,0.0,0.043478260869565216,0.14500045,159.4060166395283
39,1950000,0.0,0.043478260869565216,0.12250044999999998,159.8720180133771
40,2000000,0.0,0.0,0.10000044999999996,160.08469440272464
41,2050000,0.0,0.0,0.1,159.9881620893136
42,2100000,0.0,0.125,0.1,160.0728506871078
43,2150000,0.0,0.041666666666666664,0.1,160.2055058798464
44,2200000,0.0,0.08333333333333333,0.1,159.66870835708298
45,2250000,0.0,0.0,0.1,159.86739020109633
46,2300000,0.0,0.2,0.1,159.22588191238847
47,2350000,0.0,0.043478260869565216,0.1,159.68873679802408
48,2400000,0.0,0.041666666666666664,0.1,159.76555143465353
49,2450000,0.0,0.0,0.1,159.13846024499452
50,2500000,0.0,0.041666666666666664,0.1,159.3870073793985
51,2550000,0.0,0.043478260869565216,0.1,158.66438073102503
52,2600000,0.0,0.0,0.1,158.5846793606499
53,2650000,0.0,0.041666666666666664,0.1,158.7706342011622
54,2700000,0.0,0.0,0.1,158.1935773512091
55,2750000,0.0,0.0,0.1,158.62652080168542
56,2800000,0.0,0.0,0.1,157.5292514200439
57,2850000,0.0,0.08333333333333333,0.1,158.22580813045516
58,2900000,0.0,0.125,0.1,158.49361236172632
59,2950000,0.0,0.0,0.1,157.9279784303984
60,3000000,0.0,0.08333333333333333,0.1,158.09722067830532
61,3050000,0.0,0.0,0.1,157.9029575119631
62,3100000,0.0,0.041666666666666664,0.1,158.1001729918005
63,3150000,0.0,0.0,0.1,155.8029557326804
64,3200000,0.0,0.043478260869565216,0.1,155.48204235944937
65,3250000,0.0,0.041666666666666664,0.1,155.33161514987378
66,3300000,0.0,0.0,0.1,156.17014151507956
67,3350000,0.0,0.0,0.1,155.9126537079089
68,3400000,0.0,0.043478260869565216,0.1,156.3590243678564
69,3450000,0.0,0.0,0.1,154.89464005222325
70,3500000,0.0,0.0,0.1,156.28390613939766
71,3550000,0.0,0.0,0.1,155.52387115642887
72,3600000,0.0,0.043478260869565216,0.1,155.28870631117763
73,3650000,0.0,0.0,0.1,154.5506759733243
74,3700000,0.0,0.0,0.1,154.59622980303752
75,3750000,0.0,0.0,0.1,154.29187979711762
76,3800000,0.0,0.0,0.1,155.55549425955195
77,3850000,0.0,0.0,0.1,156.1827592773824
78,3900000,0.0,0.0,0.1,154.68262629493194
79,3950000,0.0,0.0,0.1,156.4343175389189
80,4000000,0.0,0.0,0.1,157.03664233891342
81,4050000,0.0,0.0,0.1,156.83707782607988
82,4100000,0.0,0.0,0.1,156.5934340524944
83,4150000,0.0,0.0,0.1,157.5803545147151
84,4200000,0.0,0.0,0.1,158.0576077981327
85,4250000,0.0,0.0,0.1,157.9480019567162
86,4300000,0.0,0.0,0.1,157.703013278422
87,4350000,0.0,0.0,0.1,156.93916940501248
88,4400000,0.0,0.0,0.1,157.92860249024793
89,4450000,0.0,0.0,0.1,158.29033618884947
90,4500000,0.0,0.0,0.1,157.72576526306173
91,4550000,0.0,0.0,0.1,157.42686941463896
92,4600000,0.0,0.043478260869565216,0.1,156.99929497898862
93,4650000,0.0,0.043478260869565216,0.1,157.47060560641157
94,4700000,0.0,0.08333333333333333,0.1,156.25428031664325
95,4750000,0.0,0.125,0.1,156.96076238269166
96,4800000,0.0,0.0,0.1,157.0802026936825
97,4850000,0.0,0.08333333333333333,0.1,157.30105564288445
98,4900000,0.0,0.0,0.1,157.48124057771884
99,4950000,0.0,0.0,0.1,157.09483124406418
100,5000000,0.0,0.041666666666666664,0.1,156.60382946046022
101,5050000,0.0,0.041666666666666664,0.1,157.95640925769698
102,5100000,0.0,0.041666666666666664,0.1,157.88769752548794
103,5150000,0.0,0.0,0.1,158.46431304494652
104,5200000,0.0,0.043478260869565216,0.1,157.058062018146
105,5250000,0.0,0.0,0.1,157.40772107209557
106,5300000,0.0,0.0,0.1,157.72277109683176
107,5350000,0.0,0.041666666666666664,0.1,157.45568140465673
108,5400000,0.0,0.0,0.1,157.92283662066808
109,5450000,0.0,0.041666666666666664,0.1,157.8308355116288
110,5500000,0.0,0.0,0.1,157.04562553479198
111,5550000,0.0,0.043478260869565216,0.1,156.7782315985839
112,5600000,0.0,0.0,0.1,156.03506638305728
113,5650000,0.0,0.041666666666666664,0.1,156.81444159426619
114,5700000,0.0,0.041666666666666664,0.1,155.74413151781428
115,5750000,0.0,0.0,0.1,156.31141404168602
116,5800000,0.0,0.043478260869565216,0.1,156.17303185595935
117,5850000,0.0,0.0,0.1,156.32862419253468
118,5900000,0.0,0.0,0.1,156.15977069419571
119,5950000,0.0,0.0,0.1,157.1980958492792
120,6000000,0.0,0.041666666666666664,0.1,157.11495186794943
121,6050000,0.0,0.0,0.1,156.55842828352604
122,6100000,0.0,0.0,0.1,156.3483351655167
123,6150000,0.0,0.043478260869565216,0.1,156.81306308832876
124,6200000,0.0,0.0,0.1,156.01443989689238
125,6250000,0.0,0.0,0.1,155.76807768472668
126,6300000,0.0,0.0,0.1,156.92386222354693
127,6350000,0.0,0.0,0.1,156.48989170949244
128,6400000,0.0,0.0,0.1,156.08688055862393
129,6450000,0.0,0.0,0.1,156.65384004179708
130,6500000,0.0,0.0,0.1,156.93628504562398
131,6550000,0.0,0.0,0.1,156.5239357432527
132,6600000,0.0,0.0,0.1,155.49762486245424
133,6650000,0.0,0.0,0.1,156.30806093122095
134,6700000,0.0,0.0,0.1,156.8878988178551
135,6750000,0.0,0.0,0.1,156.52763551963398
136,6800000,0.0,0.0,0.1,156.98723086113733
137,6850000,0.0,0.0,0.1,156.50050233813758
138,6900000,0.0,0.0,0.1,156.67389116865365
139,6950000,0.0,0.0,0.1,157.07099113997225
140,7000000,0.0,0.0,0.1,157.24194078622992
141,7050000,0.0,0.0,0.1,157.1956756683516
142,7100000,0.0,0.0,0.1,156.84201078277158
143,7150000,0.0,0.043478260869565216,0.1,157.099257665432
144,7200000,0.0,0.0,0.1,156.8020847004296
145,7250000,0.0,0.0,0.1,156.77873761654402
146,7300000,0.0,0.0,0.1,156.73914924425142
147,7350000,0.0,0.0,0.1,156.87215265607327
148,7400000,0.0,0.0,0.1,157.40247867767545
149,7450000,0.0,0.0,0.1,156.80469851912574
150,7500000,0.0,0.0,0.1,157.46419968616965
151,7550000,0.0,0.0,0.1,157.31474573380137
152,7600000,0.0,0.0,0.1,156.8549089600215
153,7650000,0.0,0.0,0.1,157.28393625588564
154,7700000,0.0,0.0,0.1,157.6933650781962
155,7750000,0.0,0.0,0.1,157.20488734936072
156,7800000,0.0,0.043478260869565216,0.1,157.39179290985794
157,7850000,0.0,0.0,0.1,157.19255504361098
158,7900000,0.0,0.0,0.1,157.3616913954988
159,7950000,0.0,0.0,0.1,157.18540119218594
160,8000000,0.0,0.0,0.1,157.50535871848217
161,8050000,0.0,0.0,0.1,156.8749854143139
162,8100000,0.0,0.0,0.1,157.09558587336676
163,8150000,0.0,0.0,0.1,157.401306363751
164,8200000,0.0,0.0,0.1,157.3363334414155
165,8250000,0.0,0.0,0.1,157.5135116873102
166,8300000,0.0,0.041666666666666664,0.1,157.4107988028414
167,8350000,0.0,0.0,0.1,157.04229173809114
168,8400000,0.0,0.0,0.1,157.04842517437254
169,8450000,0.0,0.041666666666666664,0.1,157.71511116678144
170,8500000,0.0,0.0,0.1,156.8862743120374
171,8550000,0.0,0.0,0.1,156.5366477348434
172,8600000,0.0,0.0,0.1,156.7838773797194
173,8650000,0.0,0.0,0.1,157.23745611292316
174,8700000,0.0,0.0,0.1,156.71217948763652
175,8750000,0.0,0.0,0.1,156.71232994854677
176,8800000,0.0,0.0,0.1,156.45748092128647
177,8850000,0.0,0.0,0.1,157.00483080700693
178,8900000,0.0,0.0,0.1,157.44519655652007
179,8950000,0.0,0.0,0.1,158.74654096850904
180,9000000,0.0,0.0,0.1,159.21851676642046
181,9050000,0.0,0.0,0.1,160.42940730282385
182,9100000,0.0,0.0,0.1,160.82863824699518
183,9150000,0.0,0.0,0.1,161.50799891426206
184,9200000,0.0,0.0,0.1,162.50325749098397
185,9250000,0.0,0.0,0.1,162.74344376911404
186,9300000,0.0,0.0,0.1,162.41064606101628
187,9350000,0.0,0.0,0.1,162.59931843986067
188,9400000,0.0,0.0,0.1,161.97974065163342
189,9450000,0.0,0.0,0.1,162.26032953258908
190,9500000,0.0,0.0,0.1,162.21227599393487
191,9550000,0.0,0.0,0.1,162.44876858254028
192,9600000,0.0,0.0,0.1,162.3031408276241
193,9650000,0.0,0.0,0.1,162.14038587600612
194,9700000,0.0,0.0,0.1,162.28437203829185
195,9750000,0.0,0.0,0.1,162.64423813570673
196,9800000,0.0,0.0,0.1,163.1329687521038
197,9850000,0.0,0.0,0.1,162.2876837852784
198,9900000,0.0,0.0,0.1,162.5137137088236
199,9950000,0.0,0.0,0.1,161.72314227514156
200,10000000,0.0,0.0,0.1,162.27904639407666
201,10050000,0.0,0.0,0.1,162.86349887932656
202,10100000,0.0,0.0,0.1,163.02017539900112
203,10150000,0.0,0.0,0.1,162.81573723560797
204,10200000,0.0,0.0,0.1,162.9709781506101
205,10250000,0.0,0.0,0.1,162.30890627997036
206,10300000,0.0,0.0,0.1,162.66134017031575
207,10350000,0.0,0.0,0.1,162.1927591849852
208,10400000,0.0,0.0,0.1,161.93340117570298
209,10450000,0.0,0.0,0.1,162.3168062432699
210,10500000,0.0,0.0,0.1,163.0001594216606
211,10550000,0.0,0.0,0.1,161.9344670656154
212,10600000,0.0,0.0,0.1,161.78085477782838
213,10650000,0.0,0.0,0.1,162.40482064672784
214,10700000,0.0,0.0,0.1,160.79300202283116
215,10750000,0.0,0.0,0.1,161.59705555063857
216,10800000,0.0,0.0,0.1,161.09735208676486
217,10850000,0.0,0.0,0.1,161.10808036732175
218,10900000,0.0,0.0,0.1,162.0379152621872
219,10950000,0.0,0.0,0.1,160.67661012294107
220,11000000,0.0,0.0,0.1,161.7224297874965
221,11050000,0.0,0.0,0.1,162.83387512912964
222,11100000,0.0,0.0,0.1,161.1495627342146
223,11150000,0.0,0.0,0.1,161.0995546003821
224,11200000,0.0,0.0,0.1,160.83207162060916
225,11250000,0.0,0.0,0.1,160.43979675515263
226,11300000,0.0,0.0,0.1,160.81117132241275
227,11350000,0.0,0.0,0.1,161.80633193373794
228,11400000,0.0,0.0,0.1,161.79726348018895
229,11450000,0.0,0.0,0.1,159.85920200680258
230,11500000,0.0,0.0,0.1,158.83398569528737
231,11550000,0.0,0.0,0.1,159.94524133040932
232,11600000,0.0,0.0,0.1,158.7609281751263
233,11650000,0.0,0.0,0.1,159.74916442541138
234,11700000,0.0,0.0,0.1,159.5304031760477
235,11750000,0.0,0.0,0.1,160.42684961532387
236,11800000,0.0,0.0,0.1,157.17916342486245
237,11850000,0.0,0.0,0.1,156.88664020815767
238,11900000,0.0,0.0,0.1,158.09435592044008
239,11950000,0.0,0.0,0.1,158.96240257024107
240,12000000,0.0,0.0,0.1,157.296315089658
241,12050000,0.0,0.0,0.1,159.18339702539654
242,12100000,0.0,0.0,0.1,157.2330418801189
243,12150000,0.0,0.0,0.1,161.28466119287884
244,12200000,0.0,0.0,0.1,161.4168988358366
245,12250000,0.0,0.0,0.1,160.1465528389672
246,12300000,0.0,0.0,0.1,159.9316373015116
