iteration,frame,eval_episode_return,train_episode_return,train_exploration_epsilon,train_frame_rate
0,0,0.0,0.0,1.0,587.2336986164831
1,50000,0.0,0.0,0.9775004500000001,157.67147023480018
2,100000,0.0,0.0,0.95500045,159.2029748564978
3,150000,0.0,0.0,0.93250045,157.5758124689425
4,200000,0.0,0.0,0.91000045,156.62704606176075
5,250000,0.0,0.0,0.88750045,154.4869679127123
6,300000,0.0,0.0,0.8650004499999999,153.97543302173088
7,350000,0.0,0.0,0.8425004500000001,152.63176745051976
8,400000,0.0,0.08333333333333333,0.82000045,152.00149947609847
9,450000,0.0,0.0,0.79750045,150.80357335206497
10,500000,0.0,0.041666666666666664,0.77500045,151.00622874639163
11,550000,0.0,0.0,0.75250045,150.8527551036736
12,600000,0.0,0.041666666666666664,0.73000045,151.53065657329398
13,650000,0.0,0.0,0.70750045,150.2036968641593
14,700000,0.0,0.0,0.68500045,150.38181814312793
15,750000,0.0,0.0,0.66250045,151.3973831095749
16,800000,0.0,0.041666666666666664,0.6400004499999999,150.8167213504297
17,850000,0.0,0.0,0.61750045,147.40766498760337
18,900000,0.0,0.0,0.59500045,148.41218481550004
19,950000,0.0,0.043478260869565216,0.5725004499999999,147.1646652855583
20,1000000,0.0,0.125,0.5500004500000001,146.66454239834846
21,1050000,0.0,0.041666666666666664,0.52750045,146.91301518342613
22,1100000,0.0,0.0,0.50500045,146.04174869603938
23,1150000,0.0,0.0,0.48250045,145.44681039205327
24,1200000,0.0,0.0,0.46000045,145.39303320504433
25,1250000,0.0,0.0,0.43750045,145.1760561391752
26,1300000,0.0,0.0,0.4150004500000001,146.5599569337246
27,1350000,0.0,0.08333333333333333,0.39250045,147.71292084470264
28,1400000,0.0,0.16666666666666666,0.37000045000000004,144.90944855815366
29,1450000,0.0,0.041666666666666664,0.34750044999999996,146.62639352376794
30,1500000,0.0,0.0,0.32500045,145.54579717777207
31,1550000,0.0,0.0,0.30250045000000003,146.1424713810173
32,1600000,0.0,0.043478260869565216,0.28000045,145.35125516435807
33,1650000,0.0,0.16666666666666666,0.25750045,146.22118701496544
34,1700000,0.0,0.043478260869565216,0.23500044999999997,145.01337218705945
35,1750000,0.0,0.0,0.21250044999999995,143.29775050286173
36,1800000,0.0,0.041666666666666664,0.19000045000000004,146.3106398306699
37,1850000,0.0,0.0,0.16750045000000002,145.1066725205762
38,1900000,0.0,0.0,0.14500045,145.6602719597384
39,1950000,0.0,0.0,0.12250044999999998,144.3728208066071
40,2000000,0.0,0.0,0.10000044999999996,145.0759934339468
41,2050000,0.0,0.0,0.1,144.8022010658568
42,2100000,0.0,0.0,0.1,144.02844767798723
43,2150000,0.0,0.0,0.1,144.33910993096978
44,2200000,0.0,0.0,0.1,145.06369218309368
45,2250000,0.0,0.0,0.1,144.73429880908773
46,2300000,0.0,0.0,0.1,144.64393117362326
47,2350000,0.0,0.0,0.1,144.414631194469
48,2400000,0.0,0.0,0.1,143.89794350321736
49,2450000,0.0,0.0,0.1,143.98416320830313
50,2500000,0.0,0.0,0.1,143.9765533058365
51,2550000,0.0,0.0,0.1,144.63251399803022
52,2600000,0.0,0.0,0.1,144.2109635064041
53,2650000,0.0,0.0,0.1,143.82892856320703
54,2700000,0.0,0.0,0.1,143.89773372358718
55,2750000,0.0,0.0,0.1,144.3622138317702
56,2800000,0.0,0.0,0.1,143.69426789039827
57,2850000,0.0,0.0,0.1,143.74721720688902
58,2900000,0.0,0.0,0.1,144.1226963552359
59,2950000,0.0,0.0,0.1,145.02303646723462
60,3000000,0.0,0.0,0.1,145.34120316084392
61,3050000,0.0,0.0,0.1,145.6792875161941
62,3100000,0.0,0.0,0.1,145.31767473424586
63,3150000,0.0,0.0,0.1,145.62130399742762
64,3200000,0.0,0.0,0.1,145.51093484612497
65,3250000,0.0,0.0,0.1,146.03125394594863
66,3300000,0.0,0.0,0.1,145.75548008292117
67,3350000,0.0,0.0,0.1,146.04799531102464
68,3400000,0.0,0.0,0.1,145.40859453696692
69,3450000,0.0,0.0,0.1,145.69640829031715
70,3500000,0.0,0.0,0.1,145.8275920237052
71,3550000,0.0,0.0,0.1,145.84662779698075
72,3600000,0.0,0.0,0.1,145.8190074120714
73,3650000,0.0,0.0,0.1,143.34906494732715
74,3700000,0.0,0.0,0.1,145.88745875901537
75,3750000,0.0,0.0,0.1,146.04869054170757
76,3800000,0.0,0.0,0.1,146.17110930917775
77,3850000,0.0,0.0,0.1,145.4275167813176
78,3900000,0.0,0.0,0.1,146.18532678188748
79,3950000,0.0,0.0,0.1,145.45824650100852
80,4000000,0.0,0.0,0.1,146.0452444270405
81,4050000,0.0,0.0,0.1,146.32352118112772
82,4100000,0.0,0.0,0.1,145.87341864783482
83,4150000,0.0,0.0,0.1,145.63396577498412
84,4200000,0.0,0.0,0.1,145.9042284688946
85,4250000,0.0,0.0,0.1,145.74888045821342
86,4300000,0.0,0.0,0.1,145.78596798729487
87,4350000,0.0,0.0,0.1,145.61628573541321
88,4400000,0.0,0.0,0.1,142.96604442939218
89,4450000,0.0,0.0,0.1,145.29579805949245
90,4500000,0.0,0.0,0.1,145.48800936169255
91,4550000,0.0,0.0,0.1,145.54098806514722
92,4600000,0.0,0.0,0.1,145.58500589148187
93,4650000,0.0,0.0,0.1,145.70490983692912
94,4700000,0.0,0.0,0.1,145.47152409733044
95,4750000,0.0,0.0,0.1,145.96878396683246
96,4800000,0.0,0.0,0.1,145.53878225180424
97,4850000,0.0,0.0,0.1,145.74561223801203
98,4900000,0.0,0.0,0.1,145.70481122936766
99,4950000,0.0,0.0,0.1,145.6847149055944
100,5000000,0.0,0.0,0.1,145.47986197922978
101,5050000,0.0,0.0,0.1,145.7187817079964
102,5100000,0.0,0.0,0.1,145.56195521387247
103,5150000,0.0,0.0,0.1,145.06764871114427
104,5200000,0.0,0.0,0.1,145.11885068706096
105,5250000,0.0,0.0,0.1,144.9841493454355
106,5300000,0.0,0.0,0.1,144.7551746567646
107,5350000,0.0,0.0,0.1,145.03805311523683
108,5400000,0.0,0.0,0.1,145.6176312334958
109,5450000,0.0,0.0,0.1,144.90423057555165
110,5500000,0.0,0.0,0.1,145.3002788962008
111,5550000,0.0,0.0,0.1,145.05153195307344
112,5600000,0.0,0.0,0.1,142.7083709388869
113,5650000,0.0,0.0,0.1,145.59462263057773
114,5700000,0.0,0.0,0.1,145.03004045699834
115,5750000,0.0,0.0,0.1,145.4185830923874
116,5800000,0.0,0.0,0.1,144.61178027637146
117,5850000,0.0,0.0,0.1,144.96006184200283
118,5900000,0.0,0.0,0.1,144.70055468317116
